49.725860 8.609525 98.000000
49.725385 8.610028 98.000000
49.725081 8.610502 98.000000
49.724854 8.612349 102.000000
49.724593 8.612448 102.000000
49.724216 8.612437 100.000000
49.724120 8.613464 105.000000
49.724149 8.614005 111.000000
49.724096 8.614296 111.000000
49.724106 8.614685 120.000000
49.723729 8.614882 123.000000
49.723848 8.615477 126.000000
49.723813 8.615852 126.000000
49.724002 8.616309 136.000000
49.724185 8.616699 136.000000
49.724474 8.617067 136.000000
49.724572 8.617352 155.000000
49.724564 8.617685 155.000000
49.724523 8.618118 174.000000
49.724515 8.618785 194.000000
49.724584 8.618974 194.000000
49.724836 8.619276 188.000000
49.724880 8.619564 188.000000
49.724862 8.619870 201.000000
49.724716 8.619797 201.000000
49.724498 8.619410 194.000000
49.724314 8.619270 194.000000
49.724200 8.619056 194.000000
49.724145 8.618727 174.000000
49.723997 8.618585 174.000000
49.723386 8.618919 202.000000
49.723234 8.618929 202.000000
49.723033 8.618846 202.000000
49.722746 8.618866 199.000000
49.722715 8.619035 199.000000
49.722798 8.619098 199.000000
49.722988 8.619127 202.000000
49.723256 8.619372 202.000000
49.723524 8.619325 202.000000
49.723580 8.619404 202.000000
49.723611 8.619527 202.000000
49.723550 8.619615 234.000000
49.723346 8.619712 234.000000
49.723149 8.619740 234.000000
49.722819 8.619832 225.000000
49.722542 8.620198 225.000000
49.722364 8.620252 225.000000
49.722146 8.620198 225.000000
49.722050 8.620274 221.000000
49.722153 8.620405 225.000000
49.722452 8.620496 244.000000
49.722873 8.620439 244.000000
49.723417 8.620581 256.000000
49.723639 8.620788 256.000000
49.723628 8.621038 256.000000
49.723562 8.621237 256.000000
49.723328 8.621531 263.000000
49.723007 8.622552 266.000000
49.722895 8.623364 261.000000
49.722921 8.623931 280.000000
49.722898 8.624377 270.000000
49.722937 8.624804 284.000000
49.722671 8.625835 293.000000
49.722429 8.626490 303.000000
49.722189 8.626881 303.000000
49.722089 8.627152 309.000000
49.721980 8.627423 304.000000
49.721897 8.627692 304.000000
49.721878 8.628872 328.000000
